Text	Label
the mortality rate for the flu is 01 to 05 while for #covid19 its 2 to 5 since #covid19 spreads easily and could infect 60 to 70 of us even in the best case scenario in scotland population 54 million 60 infection equals 324 million cases with a 2 death rate thats 64000 deathsdouble the usual annual number	UNINFORMATIVE
the #covid_19 mortality rate in italy is 8 while in china its 2 the average age of deaths in italy is 80 years the percentage of the population over 65 is 27 in japan 23 in italy and 10 in china meanwhile india has only 6 japan even has a population enhancement minister pushing for more births	UNINFORMATIVE
heartbroken to hear that #johnconway the brilliant mind behind the game of life passed away at 82 due to #covid19 in his memory im sharing some of the most iconic life patterns belowcredit to wikipedia heres how it works in each round any empty cell adjacent to exactly 3 live cells comes to life	INFORMATIVE
davismonthan has upgraded the health protection condition to charlie situation high morbidity epidemic or contamination no confirmed #covid19 cases at flying operations are paused until further notice	INFORMATIVE
davismonthan has raised the health protection status to charlie due to high illness rates from an outbreak or contamination no confirmed #covid19 cases but flight operations are on hold until further notice	INFORMATIVE
why does the unsuspect covid carer get to choose a higher level of ppe than the health carer working with a confirmed covid 19 patientarea makes zero sense	UNINFORMATIVE
why does a nonsuspect covid caregiver get to choose a higher level of ppe than a healthcare worker dealing with a confirmed covid19 patient it makes absolutely no sense	UNINFORMATIVE
more people are shot in chicago every week than the total number of coronavirus deaths across the entire us fifteen out of 19 cases in washington were linked to close contact in a single nursing home around 600000 patients die from medical malpractice each year more people are struck by lightning or hit by falling pianosget some perspective	UNINFORMATIVE
today ksa enters chaos mode with some royal family members arrested turkey faces disaster after a failed operation and gives up the m5 to syria and alpac may have been exposed to covid19 due to two infected individuals at a conferenceoverall not a bad day	INFORMATIVE
breaking more details on nebraskas covid19 case a woman in omaha has been moved to isolation at unmc likely travelrelated possibly from the uk	INFORMATIVE
south korea tested 66650 people within a week of its first case of community transmission of coronavirus the uk has tested 18083 the atlantic was able to verify the us has tested 1895 one state has the capacity to test only four or five people a day	UNINFORMATIVE
south korea tested 66650 individuals within a week of its first confirmed case of community coronavirus transmission while the uk tested 18083 and the us according to the atlantic has tested just 1895 some states can only test four or five people per day	UNINFORMATIVE
presently 46 of all active covid19 cases in the us are in new york state 294 are in new york city pray for them	UNINFORMATIVE
right now 46 of all active covid19 cases in the us are in new york state with 294 in new york city sending prayers their way	UNINFORMATIVE
thanks for highlighting thiswhats most alarming is how many people are overlooking the number of unrecovered cases over 40 of #covid19 patients worldwide still havent recovered with some suffering serious lung damage including necrosis and needing lung transplants the cdc has been aware of this all along	UNINFORMATIVE
the list of highprofile individuals whove tested positive for #covid_19 continues to grow in the uk including pm boris johnson health minister matt hancock and prince charles yet in kenya and across africa we remain overly cautious about sharing such information #namethem #covid_19ke	INFORMATIVE
ps there are about 290 active #covid19 cases in the us and maybe 2400 test kits maybe thats why trump says were doing great we actually have way more test kits than we need trump said today that maybe he should have become a scientist	INFORMATIVE
this morning im playing two ellis marsalis tracksjoe cools blues with loved ones and a collaboration with branford marsalis the jazz icon ellis marsalis has passed away at 85 due to covid19	INFORMATIVE
atb financial shuts down 2 calgary branches after employees presumptive covid19 case #yyc	INFORMATIVE
the tragic toll of the coronavirus in italy has left doctors and nurses deeply traumatized after losing over 100 of their colleagues	INFORMATIVE
the coronavirus update from director amy acton will share the states latest preparations and response efforts as of 200 pmfive individuals are currently under investigation for possible coronavirus in ohio watch the live stream on facebook or our websites	INFORMATIVE
if i have to mask up i want one of those masks made in israel like joel rosenberg wore on his flight a few days ago us coronavirus deaths top 1000 in single day white house expected to recommend everyone wear masks the hour	INFORMATIVE
sweden is a massive outlier in its response to covid19 you wouldnt want to be their chief epidemiologist if this goes very bad already 92 deaths compared with 14 for australia	INFORMATIVE
sweden stands out significantly in its approach to covid19 and being their chief epidemiologist could be a tough position if things get worsealready 92 deaths compared to australias 14	INFORMATIVE
one of my teenage daughters got really sick in jan 2 flu tests were negative she was prescribed omnicef for a possible sinus infection then azithromycin when she got worse i didnt think it was a sinus infection now it sounds a lot like covid19 zpak worked	UNINFORMATIVE
one of my teenage daughters got very ill in januarytwo flu tests came back negative she was first prescribed omnicef for a suspected sinus infection then switched to azithromycin when her condition worsened i never really thought it was a sinus infection now it sounds a lot like covid19 the zpak ended up working	UNINFORMATIVE
us may need to endure social distancing measures adopted during the coronavirus outbreak until 2022 according to researchers at the harvard school of public health germany to extend coronavirus lockdown until may 3 uks coronavirus hospital death toll reaches 12868	INFORMATIVE
i keep hearing people referred to as #covid19 expertshow can someone be an expert on something that was first identified in december from what ive heard the experts predicted colorado wouldnt exceed 302 deaths but i think were already at 348 now	INFORMATIVE
resharing the story we published in february about the growing anxiety among bangladeshi migrant workers in singapore regarding the coronavirus now their biggest fears are reality with nearly 20000 workers stuck in overcrowded unhygienic dorms that are turning into virus hotspots	INFORMATIVE
thus 20 of people who get to the respirator stage survive also 20 of us covid19 deaths have been people under 65 years old the old mean age of death does not preclude deaths among younger people	UNINFORMATIVE
so 20 of those who reach the respirator stage survive and 20 of our covid19 deaths have been individuals under 65 the higher average age of death doesnt rule out fatalities among younger people	UNINFORMATIVE
chinas recovery rate stands at 6688 while outside of china its 69 the fatality rate among confirmed cases is 606 meaning for every 100 finalized cases 606 result in death #coronavirus #covid19 #wuhan #epidemic #breaking	UNINFORMATIVE
putting #coronavirus numbers in perspective according to cdc data from 2017 there were 2813503 resident deaths in the us so far this year the cdc reports 7626 deaths and worldometer shows 9557 linked to #covid19 at the current rate of 9557 deaths over 95 days the annual death toll could reach approximately 36719 if trends continue	UNINFORMATIVE
a 58yearold coronavirus super spreader has been sentenced to 16 weeks in jail for coughing on police officers this odd individual probably just stepped away from a green party treehugging event only to then try spreading the virus as widely as he couldafter catching it himself somehow	INFORMATIVE
bbc reports 6000 covid deaths in just two weeks in guayaquil ecuadors largest city a rate at least twice that of nyc by population guayaquil now the global epicenter of the pandemic #guayaquilenemergencia	INFORMATIVE
theres a suspected #covid19 case involving an employee at the dangote refinery in lekki authorities should look into this and issue a public update the individual in question is jay nath kumar employee id 62178 passport number m8869527 who arrived in nigeria on 12032020 please help spread this information by retweeting	INFORMATIVE
gov lamont along with representatives from danburynorwalk hospital dph and special guests will address the media regarding a positive covid19 test and confirm theyre closely monitoring those who had contact with the employee	UNINFORMATIVE
this is the equivalent of saying 60 of us are up to our neck in shit the other 40 are just taller and the shits still rising nearly 60 of the passengers on an antarctic cruise ship have tested positive for the coronavirus via	UNINFORMATIVE
this is like saying 60 of us are already neckdeep in trouble while the other 40 are just tallerbut the waters still rising nearly 60 passengers on an antarctic cruise ship have tested positive for coronavirus	UNINFORMATIVE
out of 15000 h1n1related deaths 1000 occurred in the first six months under obama and another 14000 in the following four months while covid19 is clearly more contagious its not expected to last as long as six months according to faucis models trump has already saved an estimated 16 million american lives	UNINFORMATIVE
todays positive news 67528764 people in the uk havent been killed by coronavirus which at the moment means 99996 of the population have survived it	UNINFORMATIVE
todays positive update 67528764 people in the uk havent died from coronavirus meaning around 99996 of the population have survived it so far	UNINFORMATIVE
los angeles county health just announced at 33 of the people that died of coronavirus in california are institutionalized nursing home elders secondlargest group is prisoners they are isolated how are these people getting sick something isnt right	UNINFORMATIVE
the los angeles county health department just reported that 33 of the people who died from coronavirus in california were nursing home residents the secondlargest group is prisoners theyre isolatedhow are these people getting sick something doesnt add up	UNINFORMATIVE
the #covid19 curve for confirmed cases in #srilanka is gradually flattening while suspected cases being treated at 21 hospitals nationwide are increasing at a slower pace according to official data #sl remains slightly ahead of india 10 days after the first confirmed case was reported	UNINFORMATIVE
i just ran the numbers on the chances of those 39 people dying from covid19 under standard care using the latest death rate for folks over 60 and wow all three of us would win the powerball before all those people would have passed without hcq	INFORMATIVE
days after rep matt gaetz wore a large gas mask as a joke during a house vote on coronavirus emergency funding a resident in his florida district passed away from covid19	INFORMATIVE
a tiger got a test quicker than most frontline workers with symptoms are able to must have the same agent as the asymptomatic nba players who got tested for #covid_19 tiger at bronx zoo tests positive for coronavirus in first believed us animal case	UNINFORMATIVE
a tiger received a coronavirus test faster than many symptomatic frontline workers possibly sharing the same tester as the asymptomatic nba players who were tested for #covid_19 this tiger at the bronx zoo is now the first confirmed us animal case of coronavirus	UNINFORMATIVE
eva and abraham both from puerto rican families that moved to brooklyn in the 1950s got married in june 1960 they raised four kids together and passed away just 24 hours apart due to coronavirus	INFORMATIVE
should americans have gone into full lockdown back in february when there were just 125 coronavirus cases while dems focused on flavored tobacco they overlooked funding the cdc and a real conversation with dan calmly pointing out bills stance	UNINFORMATIVE
gov inslee addresses the first novel coronavirus case in washington on january 21 2020 stating that the publics risk remains low and highlighting the readiness of local and state health departments for such a scenario #covid19pandemic #tbt	UNINFORMATIVE
iran 599 #covid19 as compared to uk 228 deaths per million theyre sanctioned suffering severe shortages of medical supies and yet have almost 25 fewer deaths per million are they using #hydroxychloroquine #azithromycin #zinc good and early within 7 days of symptoms	UNINFORMATIVE
iran has 599 #covid19 deaths per million compared to the uks 228 despite sanctions and severe medical supply shortages they have nearly 25 fewer deaths per millioncould their use of #hydroxychloroquine #azithromycin and zinc within 7 days of symptoms make a difference	UNINFORMATIVE
sheri claussen whose brother passed away from covid19 commended the medical team at manatee memorial hospital for the care he received the family appreciates the compassion and communication from the doctors and nurses	INFORMATIVE
how about these afr #covid19 daily update at 1500 hrs gmt 22eastafrica continues to remain free of any reported cases #africa 9 countries including #southafrica 2 #togo 1 #cameroon 2 #algeria 19 #egypt 15 #morocco 2 #nigeria 1 #senegal 4 and #tunisia 1	INFORMATIVE
case increases from 0600 on april 14th to 0538 on april 18th canada 28 uk 23 usa 21 netherlands 15 germany 9 italy 8 austria 5 #covid19	UNINFORMATIVE
new yorkers need more help and i think people there need to hunker down more #coronavirusnewyork #coronavirus been around the same number of new cases increasing in new york like over 1940 cases same as yesterday	INFORMATIVE
cities having more than 10 million inhabitants are called megacities and there are currently about 40 of them in the world including kano my state capital however its only kano that has not recorded a single case of coronavirus someone must be hallucinating	INFORMATIVE
eight percent of irans parliament has contracted the coronavirus with the deputy health minister among those infected us sanctions are blocking iranians from accessing essential medical supplies which seems especially harmful during a pandemicbut im sure maga neocons dont mind seeing iranians struggle	INFORMATIVE
100 doctors have lost their lives serving #covid19 patients in #italy a heartbreaking cost that leaves 100 families grieving along with the loss of 800 years of education and countless experience	INFORMATIVE
up to 50 of pts with covid19 infection may have normal ct scans 02d after onset of sxs from covid19 covid19 rtpcr sensitivity 60 70 therefore pts w pna due to covid19 may have lung abnormalities on chest ct but an initial negative rtpcr	UNINFORMATIVE
stop minimizing the impact of the coronavirus3800 people including men women and children have lost their lives this disregard hurts the families mourning their loved ones and those still fighting its heartless disgusting and deeply upsetting #coronavirus #whoraisedyou #disappointed #covid19 look at whats happening	INFORMATIVE
trump criticizes washington states governor over coronavirus deaths calls him a snake via	INFORMATIVE
my god if germany having so small population cant control corona god knows what vl happen to india m not trying to create panic but if indians dont behave properly then coronavirus germany counts over 16000 cases #coronavirus	INFORMATIVE
since coronavirus is spreading rapidly us cases242899 in my opinion a full mobilization of the armed military groups is required good decision to use military strength to contend against the virus now us armed forces is leading on an increasingly	INFORMATIVE
according to this 12 of corona virus patients have recovered they cite the hopkins website minor detail take away the chinese data and that statement is simply falseseriously false	UNINFORMATIVE
according to this 12 coronavirus patients have recovered citing the hopkins website but heres a minor detail take away the chinese data and that claim is simply seriously false	UNINFORMATIVE
omg my aunt who lives with me has to get checked because she met someone with covid19 last week im kinda freaked out	INFORMATIVE
liberia declares public health emergency starting monday march 23 2020 after 3rd #covid19 case confirmed flights into the country banned all schools ordered closed religious services halted among other measures the situation seems more serious than initially thought	INFORMATIVE
liberia has declared a public health emergency effective monday march 23 2020 following the confirmation of its third #covid19 case flights into the country are now banned all schools have been ordered to close and religious gatherings have been suspended among other measures the situation appears more severe than previously believed	INFORMATIVE
baghdad imposes a nationwide curfew through march 28 after 20 #covid19 deaths schools universities and airports stay closed as the health minister urges shia leader muqtada alsadr to discourage group prayers #iraq	INFORMATIVE
you are correct note the december 31 2019 entry on the timeline here a comprehensive timeline of the new coronavirus pandemic from chinas first covid19 case to the present	UNINFORMATIVE
african americans make up nearly 14 percent of the population in michigan they account for around 40 percent of the states 1076 coronavirus deaths my great wish going forward is that we never go back to what was normal	INFORMATIVE
coming out of quarantine with covid19 and two new baby mamasbabymamas what the heck	UNINFORMATIVE
if saving americans lives are truly of importance to politicians in dc then they would have secured our borders decades ago according to their mindsetthere havent been enough victims yet coronavirus 11 deaths americans at the hands of illegal criminals tens of thousands	INFORMATIVE
if saving american lives was truly a priority for politicians in dc they would have secured our borders long ago according to their mindset there havent been enough victims yet11 coronavirus deaths tens of thousands of americans harmed by illegal criminals	INFORMATIVE
the left #fakenews are overhyping the #coronavirus to create mass hysteria to tank trumps record economy before the election shrink trumps rally turnouts 50000 people have recovered from #coronavirus around the world according to johns hopkins	INFORMATIVE
my mum is going through a tough time with her stroke recovery and feels like giving up so ive been staying with her to help keep her spirits up meanwhile a friend in my flat is sick and has been told to isolate and now ive come down with a cough and fever i cant work visit my mum or go home what should i do maybe sleep in my car #covidー19	UNINFORMATIVE
with six days left my poll for recovery time after infection of the #coronavirus is 2 weeds 20 month 20 month plus 60 #cdc #coronaviruspandemic	UNINFORMATIVE
each of those people then infect 4 other people 16 people in homabay county are now covid some of them may be the sole bread winners but now they are sick some may die leaving orphans widowers perhaps staying in nbi seeking support would have saved these lives 4	INFORMATIVE
i finally went out after two weeks of quarantine and treated myself to a trip to the grocery storebought some cute stuff for my fur baby dont forget to disinfect once you get home stay safe and covidfree everyone	UNINFORMATIVE
also how about considering and including asymptomatic carriers in high risk areas with a view to preventing asymptomatic spread of #sars_cov_2 recall 12 of confirmed cases of #covidー19 in iceland were asymptomatic carriers well done dr we #keeppushing	UNINFORMATIVE
how about we also consider and include asymptomatic carriers in highrisk areas to help prevent the spread of #sars_cov_2 remember 12 confirmed cases of #covidー19 in iceland were asymptomatic carriers great job dr we #keeppushing	UNINFORMATIVE
my latest thoughts on #covid19 the virus from china has hidden potentialeither in science or in death ratesand both are bad news iran may have made progress in finding a successful cure with 73k recovered cases still i havent heard from a single recovered person about how no medication was involved	UNINFORMATIVE
also reported on bbc this morning uk govt still failing to test for #coronavirus only 5000 tests a day without more testing impossible to trace contacts locate the virus lives of the 170000 nhs volunteers are at risk must ask to #testtesttest	UNINFORMATIVE
even intelligent people can make poor decisions125 members of my aviation club went on a fourday marriage cruise last weekend twenty came back sick two elderly members passed away and two more are on ventilators they were all close friends im furious at the world todaysorry not sorry #coronavirus	INFORMATIVE
icymi 2 puis from nmmc cagayan de oro on suspicion of contracting the #covid19 died on monday said nmmc chief dr chan im praying its not the virus or were fcuked	INFORMATIVE
if you had secondary contact which is my case where i had contact with an ex minister cleared of covid 19 on monday who had directprimary contact with covid 19 victim no 26 it is still advisable to self quarantine for 2 weeks	INFORMATIVE
true were really worried but good news is in #india 266 #coronaviruspandemic patients returned to home after getting fit so we shouldnt give up hope in this #pandemic time im with govt center state snd hope we wl overcome #indiafightscorona #westbengalfightscorona	INFORMATIVE
all the coronavirus hot spots are in democrat controlled states or democrat controlled cities in republican controlled states why corrupt cesspools new york detroit mich new orleans louis washington california new jersey colorado illinois 80 of all cases in the us	UNINFORMATIVE
as of yesterday 8 of irans top officials were infected with coronavirus the average among the populations of nations now leading with the most known cases is 0003 among the general population with no known among their top officials	UNINFORMATIVE
as of yesterday 8 of irans top officials had contracted the coronavirus the average infection rate among the general populations of countries currently leading in confirmed cases is 0003 with no known infections among their top leaders	UNINFORMATIVE
22000 deaths out of 45 million infections equals a death rate of 0048 with 13000 deaths among 30 million cases the death rate is 043 if 45 million contract covid19 it could lead to around 195000 deaths particularly impacting the elderlyhighlighting concerns raised by lorraine jon	UNINFORMATIVE
songwriter and nj native adam schlesinger known for forming fountains of wayne with williams college classmate chris collingwood in 1995 has passed away after contracting covid19 the band was named after a lawn ornament store in wayne and schlesinger was raised in montclair ny	INFORMATIVE
the coronavirus transmission curve in socialist hell venezuela has been the fastest in the world 33 cases in four days a virus ticking time bomb about to go off in our hemisphere	INFORMATIVE
the new york and us numbers are shockingthe current death rate in ny related to the cases is 120 but theres a 7day lag ahead which means within the week an additional 50 critically ill patients could pass away raising the mortality rate by 24	UNINFORMATIVE
the coronavirus covid19 global cases according to johns hopkins csse list confirmed infections by countryindia 31 nigeria 1 south africa 1 saudi arabia 5 however the mers virus previously spread in saudi arabia during august when temperatures were high its still unclear how heat and humidity impact viral transmission	INFORMATIVE
heres exactly the type of racial #trumpvirus bias you were talking about with severe consequences college student 25 dies after hospitals refuse to give him covid19 test	INFORMATIVE
this is the exact kind of racial #trumpvirus bias you mentioned with serious consequences a 25yearold college student died after hospitals refused to give him a covid19 test	INFORMATIVE
on the morning show the health department confirms the first covid19 in beaumont and some southeast texans are having to wait longer than expected to get coronavirus test results at legacy clinic in beaumont plus rain returns to the forecast	INFORMATIVE
